param_name,kernel_index,flat_index,value
conv_p.weight,0,0,0.2970642149448395
conv_p.weight,0,1,0.3341972529888153
conv_p.weight,0,2,-0.25993117690086365
conv_p.weight,0,3,0.2970642149448395
conv_p.weight,1,0,-0.037133026868104935
conv_p.weight,1,1,0.1113990843296051
conv_p.weight,1,2,-0.18566513061523438
conv_p.weight,1,3,0.25993117690086365
conv_p.weight,2,0,0.2227981686592102
conv_p.weight,2,1,-0.5569953918457031
conv_p.weight,2,2,0.25993117690086365
conv_p.weight,2,3,-0.1113990843296051
conv_p.weight,3,0,0.25993117690086365
conv_p.weight,3,1,0.1113990843296051
conv_p.weight,3,2,0.25993117690086365
conv_p.weight,3,3,0.07426605373620987
conv_qrs.weight,0,0,0.25731223821640015
conv_qrs.weight,0,1,0.11027667671442032
conv_qrs.weight,0,2,-0.25731223821640015
conv_qrs.weight,0,3,0.40434780716896057
conv_qrs.weight,1,0,-0.40434780716896057
conv_qrs.weight,1,1,-0.11027667671442032
conv_qrs.weight,1,2,-0.036758892238140106
conv_qrs.weight,1,3,0.551383376121521
conv_qrs.weight,2,0,-0.25731223821640015
conv_qrs.weight,2,1,-0.07351778447628021
conv_qrs.weight,2,2,0.14703556895256042
conv_qrs.weight,2,3,0.14703556895256042
conv_qrs.weight,3,0,0.14703556895256042
conv_qrs.weight,3,1,-0.33083003759384155
conv_qrs.weight,3,2,0.5146244764328003
conv_qrs.weight,3,3,-0.25731223821640015
conv_t.weight,0,0,0.46717965602874756
conv_t.weight,0,1,0.1245812401175499
conv_t.weight,0,2,-0.280307799577713
conv_t.weight,0,3,0.031145310029387474
conv_t.weight,1,0,0.0
conv_t.weight,1,1,0.280307799577713
conv_t.weight,1,2,0.031145310029387474
conv_t.weight,1,3,-0.18687185645103455
conv_t.weight,2,0,0.15572655200958252
conv_t.weight,2,1,-0.2491624802350998
conv_t.weight,2,2,0.06229062005877495
conv_t.weight,2,3,0.21801717579364777
conv_t.weight,3,0,0.09343592822551727
conv_t.weight,3,1,-0.18687185645103455
conv_t.weight,3,2,0.280307799577713
conv_t.weight,3,3,0.2491624802350998
conv_global.weight,0,0,0.1332927644252777
conv_global.weight,0,1,-0.23992697894573212
conv_global.weight,0,2,-0.3465611934661865
conv_global.weight,0,3,-0.1332927644252777
conv_global.weight,1,0,-0.1332927644252777
conv_global.weight,1,1,0.2665855288505554
conv_global.weight,1,2,0.0533171072602272
conv_global.weight,1,3,0.0533171072602272
conv_global.weight,2,0,0.1332927644252777
conv_global.weight,2,1,0.0533171072602272
conv_global.weight,2,2,0.2932440936565399
conv_global.weight,2,3,-0.2132684290409088
conv_global.weight,3,0,0.0533171072602272
conv_global.weight,3,1,-0.39987829327583313
conv_global.weight,3,2,0.0533171072602272
conv_global.weight,3,3,-0.2665855288505554
mlp_layers.0.weight,0,0,0.3642887473106384
mlp_layers.0.weight,0,1,0.54643315076828
mlp_layers.0.weight,0,2,0.6071479320526123
mlp_layers.0.weight,0,3,-0.3642887473106384
mlp_layers.0.weight,1,0,-0.30357396602630615
mlp_layers.0.weight,1,1,-0.4250035583972931
mlp_layers.0.weight,1,2,0.4250035583972931
mlp_layers.0.weight,1,3,0.1821443736553192
mlp_layers.0.weight,2,0,0.54643315076828
mlp_layers.0.weight,2,1,-0.9107218980789185
mlp_layers.0.weight,2,2,-0.06071479246020317
mlp_layers.0.weight,2,3,-0.4250035583972931
mlp_layers.0.weight,3,0,-0.6678627133369446
mlp_layers.0.weight,3,1,0.1821443736553192
mlp_layers.0.weight,3,2,0.3642887473106384
mlp_layers.0.weight,3,3,0.48571833968162537
mlp_layers.1.weight,0,0,-0.23229382932186127
mlp_layers.1.weight,0,1,-0.23229382932186127
mlp_layers.1.weight,0,2,0.15486255288124084
mlp_layers.1.weight,0,3,-0.23229382932186127
mlp_layers.1.weight,1,0,0.5807345509529114
mlp_layers.1.weight,1,1,0.15486255288124084
mlp_layers.1.weight,1,2,-0.4258720278739929
mlp_layers.1.weight,1,3,-0.4258720278739929
mlp_layers.1.weight,2,0,-0.23229382932186127
mlp_layers.1.weight,2,1,0.23229382932186127
mlp_layers.1.weight,2,2,0.15486255288124084
mlp_layers.1.weight,2,3,-0.23229382932186127
mlp_layers.1.weight,3,0,0.5807345509529114
mlp_layers.1.weight,3,1,0.2710094749927521
mlp_layers.1.weight,3,2,-0.46458765864372253
mlp_layers.1.weight,3,3,-0.46458765864372253
mlp_layers.2.weight,0,0,0.19399608671665192
mlp_layers.2.weight,0,1,-0.19399608671665192
mlp_layers.2.weight,0,2,-0.19399608671665192
mlp_layers.2.weight,0,3,-0.19399608671665192
mlp_layers.2.weight,1,0,-0.19399608671665192
mlp_layers.2.weight,1,1,0.9699804186820984
mlp_layers.2.weight,1,2,-0.19399608671665192
mlp_layers.2.weight,1,3,0.9699804186820984
mlp_layers.2.weight,2,0,-0.0
mlp_layers.2.weight,2,1,-0.19399608671665192
mlp_layers.2.weight,2,2,-0.19399608671665192
mlp_layers.2.weight,2,3,-0.19399608671665192
mlp_layers.2.weight,3,0,-0.19399608671665192
mlp_layers.2.weight,3,1,-0.06466536223888397
mlp_layers.2.weight,3,2,0.19399608671665192
mlp_layers.2.weight,3,3,0.2586614489555359
classifier.weight,0,0,-0.0
classifier.weight,0,1,-0.9885983467102051
classifier.weight,0,2,-0.26362621784210205
classifier.weight,0,3,-0.3954393267631531
classifier.weight,1,0,0.0
classifier.weight,1,1,0.9226917624473572
classifier.weight,1,2,-0.0
classifier.weight,1,3,-0.19771966338157654
