param_name,kernel_index,flat_index,value
conv_p.weight,0,0,0.2956083416938782
conv_p.weight,0,1,0.2956083416938782
conv_p.weight,0,2,-0.258657306432724
conv_p.weight,0,3,0.2956083416938782
conv_p.weight,1,0,-0.03695104271173477
conv_p.weight,1,1,0.11085312813520432
conv_p.weight,1,2,-0.18475520610809326
conv_p.weight,1,3,0.258657306432724
conv_p.weight,2,0,0.22170625627040863
conv_p.weight,2,1,-0.5542656183242798
conv_p.weight,2,2,0.22170625627040863
conv_p.weight,2,3,-0.11085312813520432
conv_p.weight,3,0,0.22170625627040863
conv_p.weight,3,1,0.07390208542346954
conv_p.weight,3,2,0.22170625627040863
conv_p.weight,3,3,0.07390208542346954
conv_qrs.weight,0,0,0.2586134076118469
conv_qrs.weight,0,1,0.11083431541919708
conv_qrs.weight,0,2,-0.2586134076118469
conv_qrs.weight,0,3,0.40639251470565796
conv_qrs.weight,1,0,-0.40639251470565796
conv_qrs.weight,1,1,-0.11083431541919708
conv_qrs.weight,1,2,-0.03694477304816246
conv_qrs.weight,1,3,0.554171621799469
conv_qrs.weight,2,0,-0.2586134076118469
conv_qrs.weight,2,1,-0.07388954609632492
conv_qrs.weight,2,2,0.14777909219264984
conv_qrs.weight,2,3,0.14777909219264984
conv_qrs.weight,3,0,0.14777909219264984
conv_qrs.weight,3,1,-0.33250296115875244
conv_qrs.weight,3,2,0.5172268152236938
conv_qrs.weight,3,3,-0.2586134076118469
conv_t.weight,0,0,0.4571775496006012
conv_t.weight,0,1,0.12191401422023773
conv_t.weight,0,2,-0.2743065357208252
conv_t.weight,0,3,0.030478503555059433
conv_t.weight,1,0,0.030478503555059433
conv_t.weight,1,1,0.3047850430011749
conv_t.weight,1,2,0.030478503555059433
conv_t.weight,1,3,-0.182871013879776
conv_t.weight,2,0,0.15239252150058746
conv_t.weight,2,1,-0.24382802844047546
conv_t.weight,2,2,0.060957007110118866
conv_t.weight,2,3,0.21334952116012573
conv_t.weight,3,0,0.091435506939888
conv_t.weight,3,1,-0.182871013879776
conv_t.weight,3,2,0.2743065357208252
conv_t.weight,3,3,0.24382802844047546
conv_global.weight,0,0,0.10452058166265488
conv_global.weight,0,1,-0.23517130315303802
conv_global.weight,0,2,-0.3396918773651123
conv_global.weight,0,3,-0.15678086876869202
conv_global.weight,1,0,-0.10452058166265488
conv_global.weight,1,1,0.2613014578819275
conv_global.weight,1,2,0.05226029083132744
conv_global.weight,1,3,0.05226029083132744
conv_global.weight,2,0,0.13065072894096375
conv_global.weight,2,1,0.05226029083132744
conv_global.weight,2,2,0.31356173753738403
conv_global.weight,2,3,-0.20904116332530975
conv_global.weight,3,0,0.05226029083132744
conv_global.weight,3,1,-0.39195218682289124
conv_global.weight,3,2,-0.0
conv_global.weight,3,3,-0.23517130315303802
mlp_layers.0.weight,0,0,0.3669552803039551
mlp_layers.0.weight,0,1,0.5504329204559326
mlp_layers.0.weight,0,2,0.6115921139717102
mlp_layers.0.weight,0,3,-0.3669552803039551
mlp_layers.0.weight,1,0,-0.3057960569858551
mlp_layers.0.weight,1,1,-0.42811447381973267
mlp_layers.0.weight,1,2,0.42811447381973267
mlp_layers.0.weight,1,3,0.18347764015197754
mlp_layers.0.weight,2,0,0.5504329204559326
mlp_layers.0.weight,2,1,-0.9173882007598877
mlp_layers.0.weight,2,2,-0.06115921214222908
mlp_layers.0.weight,2,3,-0.42811447381973267
mlp_layers.0.weight,3,0,-0.6727513074874878
mlp_layers.0.weight,3,1,0.24463684856891632
mlp_layers.0.weight,3,2,0.3669552803039551
mlp_layers.0.weight,3,3,0.48927369713783264
mlp_layers.1.weight,0,0,-0.19358603656291962
mlp_layers.1.weight,0,1,-0.19358603656291962
mlp_layers.1.weight,0,2,0.15486882627010345
mlp_layers.1.weight,0,3,-0.19358603656291962
mlp_layers.1.weight,1,0,0.5807580947875977
mlp_layers.1.weight,1,1,0.19358603656291962
mlp_layers.1.weight,1,2,-0.4258892834186554
mlp_layers.1.weight,1,3,-0.4258892834186554
mlp_layers.1.weight,2,0,-0.15486882627010345
mlp_layers.1.weight,2,1,0.19358603656291962
mlp_layers.1.weight,2,2,0.15486882627010345
mlp_layers.1.weight,2,3,-0.19358603656291962
mlp_layers.1.weight,3,0,0.5807580947875977
mlp_layers.1.weight,3,1,0.3097376525402069
mlp_layers.1.weight,3,2,-0.46460646390914917
mlp_layers.1.weight,3,3,-0.46460646390914917
mlp_layers.2.weight,0,0,0.19363030791282654
mlp_layers.2.weight,0,1,-0.19363030791282654
mlp_layers.2.weight,0,2,-0.19363030791282654
mlp_layers.2.weight,0,3,-0.19363030791282654
mlp_layers.2.weight,1,0,-0.19363030791282654
mlp_layers.2.weight,1,1,0.9681515097618103
mlp_layers.2.weight,1,2,-0.19363030791282654
mlp_layers.2.weight,1,3,0.9681515097618103
mlp_layers.2.weight,2,0,-0.0
mlp_layers.2.weight,2,1,-0.19363030791282654
mlp_layers.2.weight,2,2,-0.19363030791282654
mlp_layers.2.weight,2,3,-0.19363030791282654
mlp_layers.2.weight,3,0,-0.19363030791282654
mlp_layers.2.weight,3,1,0.19363030791282654
mlp_layers.2.weight,3,2,0.19363030791282654
mlp_layers.2.weight,3,3,0.3872606158256531
classifier.weight,0,0,-0.0
classifier.weight,0,1,-0.987690806388855
classifier.weight,0,2,-0.26338422298431396
classifier.weight,0,3,-0.5267684459686279
classifier.weight,1,0,0.0
classifier.weight,1,1,0.9218447804450989
classifier.weight,1,2,-0.0
classifier.weight,1,3,0.06584605574607849
